Indicator.Name,Indicator.Code
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y
"Population ages 5-9, female (% of female population)",SP.POP.0509.FE.5Y
"Population ages 5-9, male (% of male population)",SP.POP.0509.MA.5Y
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS
"Population ages 65 and above, female",SP.POP.65UP.FE.IN
"Population ages 65 and above, female (% of total)",SP.POP.65UP.FE.ZS
"Population ages 65 and above, male",SP.POP.65UP.MA.IN
"Population ages 65 and above, male (% of total)",SP.POP.65UP.MA.ZS
"Population ages 65 and above, total",SP.POP.65UP.TO
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y
"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y
"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y
"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y
"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y
"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y
Population density (people per sq. km of land area),EN.POP.DNST
Population growth (annual %),SP.POP.GROW
Population in largest city,EN.URB.LCTY
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS
Population in urban agglomerations of more than 1 million,EN.URB.MCTY
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS
"Population, female",SP.POP.TOTL.FE.IN
"Population, female (% of total)",SP.POP.TOTL.FE.ZS
"Population, male",SP.POP.TOTL.MA.IN
"Population, male (% of total)",SP.POP.TOTL.MA.ZS
"Population, total",SP.POP.TOTL
"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD
"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP
Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP
Poverty gap at national poverty lines (%),SI.POV.NAGP
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Power outages in firms in a typical month (number),IC.ELC.OUTG
"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD
"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD
"PPG, bilateral (DOD, current US$)",DT.DOD.BLAT.CD
"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD
"PPG, bilateral (NTR, current US$)",DT.NTR.BLAT.CD
"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD
"PPG, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CD
"PPG, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CD
"PPG, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CD
"PPG, bilateral concessional (INT, current US$)",DT.INT.BLTC.CD
"PPG, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CD
"PPG, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CD
"PPG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.CD
"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD
"PPG, bonds (DIS, current US$)",DT.DIS.PBND.CD
"PPG, bonds (DOD, current US$)",DT.DOD.PBND.CD
"PPG, bonds (INT, current US$)",DT.INT.PBND.CD
"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD
"PPG, bonds (NTR, current US$)",DT.NTR.PBND.CD
"PPG, bonds (TDS, current US$)",DT.TDS.PBND.CD
"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD
"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD
"PPG, commercial banks (DOD, current US$)",DT.DOD.PCBK.CD
"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD
"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD
"PPG, commercial banks (NTR, current US$)",DT.NTR.PCBK.CD
"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD
"PPG, IBRD (AMT, current US$)",DT.AMT.MIBR.CD
"PPG, IBRD (DIS, current US$)",DT.DIS.MIBR.CD
"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD
"PPG, IBRD (INT, current US$)",DT.INT.MIBR.CD
"PPG, IBRD (NTR, current US$)",DT.NTR.MIBR.CD
"PPG, IBRD (TDS, current US$)",DT.TDS.MIBR.CD
"PPG, IDA (AMT, current US$)",DT.AMT.MIDA.CD
"PPG, IDA (DIS, current US$)",DT.DIS.MIDA.CD
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD
"PPG, IDA (INT, current US$)",DT.INT.MIDA.CD
"PPG, IDA (NTR, current US$)",DT.NTR.MIDA.CD
"PPG, IDA (TDS, current US$)",DT.TDS.MIDA.CD
"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD
"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD
"PPG, multilateral (DOD, current US$)",DT.DOD.MLAT.CD
"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD
"PPG, multilateral (NTR, current US$)",DT.NTR.MLAT.CD
"PPG, multilateral concessional (AMT, current US$)",DT.AMT.MLTC.CD
"PPG, multilateral concessional (DIS, current US$)",DT.DIS.MLTC.CD
"PPG, multilateral concessional (DOD, current US$)",DT.DOD.MLTC.CD
"PPG, multilateral concessional (INT, current US$)",DT.INT.MLTC.CD
"PPG, multilateral concessional (NFL, current US$)",DT.NFL.MLTC.CD
"PPG, multilateral concessional (NTR, current US$)",DT.NTR.MLTC.CD
"PPG, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.CD
"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD
"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD
"PPG, official creditors (DOD, current US$)",DT.DOD.OFFT.CD
"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD
"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD
"PPG, official creditors (NTR, current US$)",DT.NTR.OFFT.CD
"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD
"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD
"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD
"PPG, other private creditors (DOD, current US$)",DT.DOD.PROP.CD
"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD
"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD
"PPG, other private creditors (NTR, current US$)",DT.NTR.PROP.CD
"PPG, other private creditors (TDS, current US$)",DT.TDS.PROP.CD
"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD
"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD
"PPG, private creditors (DOD, current US$)",DT.DOD.PRVT.CD
"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD
"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD
"PPG, private creditors (NTR, current US$)",DT.NTR.PRVT.CD
"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP
"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS
"Preprimary education, duration (years)",SE.PRE.DURS
"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS
Present value of external debt (current US$),DT.DOD.PVLX.CD
Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS
Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS
Prevalence of anemia among pregnant women (%),SH.PRG.ANEM
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS
"Primary education, duration (years)",SE.PRM.DURS
"Primary education, pupils",SE.PRM.ENRL
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS
"Primary education, teachers",SE.PRM.TCHR
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS
Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS
"Primary income on FDI, payments (current US$)",BX.KLT.DREM.CD.DT
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD
Primary school starting age (years),SE.PRM.AGES
"Principal arrears, long-term DOD (US$)",DT.AXA.DPPG.CD
"Principal arrears, official creditors (current US$)",DT.AXA.OFFT.CD
"Principal arrears, private creditors (current US$)",DT.AXA.PRVT.CD
Principal forgiven (current US$),DT.AXF.DPPG.CD
"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD
"Principal repayments on external debt, long-term + IMF (AMT, current US$)",DT.AMT.DLTF.CD
"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD
"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD
Principal rescheduled (current US$),DT.AXR.DPPG.CD
"Principal rescheduled, official (current US$)",DT.AXR.OFFT.CD
"Principal rescheduled, private (current US$)",DT.AXR.PRVT.CD
Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS
"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514
Procedures to build a warehouse (number),IC.WRH.PROC
Procedures to register property (number),IC.PRP.PROC
Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS
Progression to secondary school (%),SE.SEC.PROG.ZS
"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS
Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS
Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS
Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS
Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD
Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD
Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD
Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD
Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD
"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS
"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS
"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS
"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS
"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS
"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ
Rail lines (total route-km),IS.RRS.TOTL.KM
"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6
"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS
Real effective exchange rate index (2010 = 100),PX.REX.REER
Real interest rate (%),FR.INR.RINR
Refugee population by country or territory of asylum,SM.POP.REFG
Refugee population by country or territory of origin,SM.POP.REFG.OR
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC
"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3
"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS
"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS
"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Researchers in R&D (per million people),SP.POP.SCIE.RD.P6
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD
"Residual, debt stock-flow reconciliation (current US$)",DT.DOD.RSDL.CD
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS
"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK
Rural land area (sq. km),AG.LND.TOTL.RU.K2
Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS
Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2
Rural population,SP.RUR.TOTL
Rural population (% of total population),SP.RUR.TOTL.ZS
Rural population growth (annual %),SP.RUR.TOTL.ZG
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS
Rural poverty gap at national poverty lines (%),SI.POV.RUGP
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC
S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG
"School enrollment, preprimary (% gross)",SE.PRE.ENRR
"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE
"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA
"School enrollment, primary (% gross)",SE.PRM.ENRR
"School enrollment, primary (% net)",SE.PRM.NENR
"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS
"School enrollment, secondary (% gross)",SE.SEC.ENRR
"School enrollment, secondary (% net)",SE.SEC.NENR
"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS
"School enrollment, tertiary (% gross)",SE.TER.ENRR
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA
Scientific and technical journal articles,IP.JRN.ARTC.SC
"Secondary education, duration (years)",SE.SEC.DURS
"Secondary education, general pupils",SE.SEC.ENRL.GC
"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS
"Secondary education, pupils",SE.SEC.ENRL
"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS
"Secondary education, teachers",SE.SEC.TCHR
"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS
"Secondary education, teachers, female",SE.SEC.TCHR.FE
"Secondary education, vocational pupils",SE.SEC.ENRL.VO
"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD
"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD
Secure Internet servers,IT.NET.SECR
Secure Internet servers (per 1 million people),IT.NET.SECR.P6
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS
"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG
"Services, value added (constant 2010 US$)",NV.SRV.TOTL.KD
"Services, value added (constant LCU)",NV.SRV.TOTL.KN
"Services, value added (current LCU)",NV.SRV.TOTL.CN
"Services, value added (current US$)",NV.SRV.TOTL.CD
"Services, value added per worker (constant 2010 US$)",NV.SRV.EMPL.KD
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF
SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS
"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS
"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA
"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK
Social contributions (% of revenue),GC.REV.SOCL.ZS
Social contributions (current LCU),GC.REV.SOCL.CN
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5
Start-up procedures to register a business (number),IC.REG.PROC
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA
Statistical Capacity score (Overall average),IQ.SCI.OVRL
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD
"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS
Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5
Surface area (sq. km),AG.SRF.TOTL.K2
"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS
"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS
"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS
"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS
"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS
"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS
"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS
"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS
"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS
"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS
"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS
Tax payments (number),IC.TAX.PAYM
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS
Tax revenue (current LCU),GC.TAX.TOTL.CN
Taxes less subsidies on products (constant LCU),NY.TAX.NIND.KN
Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN
Taxes less subsidies on products (current US$),NY.TAX.NIND.CD
Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS
Taxes on exports (current LCU),GC.TAX.EXPT.CN
Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS
Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS
Taxes on international trade (current LCU),GC.TAX.INTT.CN
"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD
Technicians in R&D (per million people),SP.POP.TECH.RD.P6
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS
Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN
Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS
"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS
Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN
Time required to build a warehouse (days),IC.WRH.DURS
Time required to enforce a contract (days),IC.LGL.DURS
Time required to get electricity (days),IC.ELC.TIME
Time required to obtain an operating license (days),IC.FRM.DURS
Time required to register property (days),IC.PRP.DURS
Time required to start a business (days),IC.REG.DURS
"Time required to start a business, female (days)",IC.REG.DURS.FE
"Time required to start a business, male (days)",IC.REG.DURS.MA
Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS
"Time to export, border compliance (hours)",IC.EXP.TMBC
"Time to export, documentary compliance (hours)",IC.EXP.TMDC
"Time to import, border compliance (hours)",IC.IMP.TMBC
"Time to import, documentary compliance (hours)",IC.IMP.TMDC
Time to prepare and pay taxes (hours),IC.TAX.DURS
Time to resolve insolvency (years),IC.ISV.DURS
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI
Total amount of debt rescheduled (current US$),DT.TXR.DPPG.CD
Total change in external debt stocks (current US$),DT.DOD.DECT.CD.CG
"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS
Total fisheries production (metric tons),ER.FSH.PROD.MT
Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS
